DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-08-07,30,14,17,14,27,29,0,59,10,1024,0.5,27,6,13,113,113,113,0,6,14.5,météo favorable,21:20:00,06:32:00,16
2022-08-08,31,15,16,15,29,31,0,59,10,1023,0.75,29,7,15,113,113,113,0,7,14.5,météo idéale,21:19:00,06:33:00,17
2022-08-09,33,17,16,17,31,32,0,65,10,1024,2.625,31,10,17,113,113,113,0,7,14.5,météo idéale,21:17:00,06:34:00,18
2022-08-10,35,19,14,19,35,34,0,52,10,1023,5,34,9,19,113,113,113,0,7,14.5,météo idéale,21:15:00,06:36:00,21
2022-08-11,35,21,21,21,35,34,0,34,10,1018,1.125,33,6,21,113,113,113,0,8,14.5,météo idéale,21:13:00,06:37:00,23
2022-08-12,36,21,18,21,34,35,0,32,10,1016,0.25,35,5,21,113,113,113,0,8,14.5,météo favorable,21:12:00,06:39:00,23
2022-08-13,38,21,10,21,35,36,0,32,10,1015,1.375,36,7,21,113,113,113,0,8,14.5,météo favorable,21:10:00,06:40:00,23
2022-08-14,34,22,11,22,33,30,1.1,34,10,1011,33.5,32,16,22,113,113,176,0,7,12.4,météo favorable,21:08:00,06:42:00,23
2022-08-15,28,19,19,21,23,28,0,72,10,1005,52.375,27,14,19,119,116,116,0,6,13.4,météo favorable,21:06:00,06:43:00,21
2022-08-16,28,19,14,19,25,24,0.3,70,9.875,1008,47.375,28,15,19,116,116,116,0,5,14.5,météo favorable,21:04:00,06:44:00,20
2022-08-17,31,18,10,18,28,25,0.8,79,9.5,1013,48.125,30,16,18,200,176,386,0,6,11.3,météo favorable,21:03:00,06:46:00,19
2022-08-18,30,18,10,18,30,29,0.2,77,10,1015,24.25,30,16,18,113,113,113,0,6,14.5,météo idéale,21:01:00,06:47:00,19
2022-08-19,27,18,14,18,27,25,0.4,78,9.875,1018,47,27,17,18,113,119,176,0,6,8.2,météo correcte,20:59:00,06:49:00,19
2022-08-20,26,15,11,15,25,25,2.1,84,10,1020,22.375,26,17,15,113,113,116,0,5,11.6,météo idéale,20:57:00,06:50:00,17
2022-08-21,30,16,3,16,25,27,0,69,10,1019,11,29,12,16,113,113,116,0,6,11.6,météo idéale,20:55:00,06:51:00,17
2022-08-22,27,19,10,19,24,27,0,57,10,1015,50.75,26,13,19,116,116,116,0,5,11.6,météo favorable,20:53:00,06:53:00,19
2022-08-23,31,19,4,19,31,29,0,81,10,1016,32.875,31,17,19,113,113,116,0,6,11.6,météo favorable,20:51:00,06:54:00,20
2022-08-24,37,21,5,21,33,34,0,57,10,1016,15.75,36,13,21,113,113,113,0,8,11.6,météo favorable,20:49:00,06:56:00,22
2022-08-25,34,22,13,23,34,26,0,39,10,1016,24.75,33,16,23,113,113,116,0,7,11.6,météo idéale,20:47:00,06:57:00,24
2022-08-26,28,18,14,18,27,25,0.1,80,10,1017,42.375,28,15,18,116,116,116,0,5,10.4,météo favorable,20:45:00,06:59:00,20
2022-08-27,30,16,12,16,25,28,0,78,10,1017,9,28,14,16,113,113,113,0,6,11.6,météo idéale,20:43:00,07:00:00,18
2022-08-28,31,15,13,15,28,27,0,71,10,1017,6.75,29,11,15,113,113,113,0,6,11.6,météo idéale,20:41:00,07:02:00,17
2022-08-29,29,16,17,16,26,27,0,56,10,1017,11.625,28,9,16,113,113,113,0,6,11.6,météo idéale,20:39:00,07:03:00,17
2022-08-30,31,16,14,16,26,28,0,58,10,1017,5.375,30,11,16,113,113,113,0,6,11.6,météo idéale,20:37:00,07:04:00,17
2022-08-31,30,16,6,16,28,29,0,76,10,1020,12.5,29,13,16,113,113,113,0,6,11.6,météo idéale,20:35:00,07:06:00,16
2022-09-01,29,17,18,17,27,28,0,71,10,1017,16.125,27,12,17,113,113,113,0,6,11.6,météo idéale,20:33:00,07:07:00,19
2022-09-02,26,17,12,17,22,24,1.5,86,9.75,1013,69.625,26,16,17,176,353,176,0,5,7.9,météo défavorable,20:31:00,07:09:00,19
2022-09-03,25,17,13,17,21,25,0.4,88,9.875,1012,58.375,26,15,17,119,122,116,0,5,7.8,météo correcte,20:29:00,07:10:00,18
2022-09-04,32,16,9,16,29,29,0,75,10,1016,23.625,30,13,16,113,113,116,0,7,10.3,météo idéale,20:27:00,07:12:00,17
2022-09-05,25,19,14,20,23,25,3.1,66,9.625,1018,69.25,27,20,20,176,176,176,0,6,6.6,météo défavorable,20:25:00,07:13:00,20
2022-09-06,30,17,13,17,25,27,0.4,81,10,1017,36.625,29,16,17,176,116,116,0,5,11.6,météo favorable,20:23:00,07:14:00,18
2022-09-07,25,17,19,17,22,20,0.5,76,9.875,1015,57.75,25,13,17,176,116,176,0,6,10.3,météo correcte,20:20:00,07:16:00,19
2022-09-08,22,15,21,15,21,22,0.4,87,9.75,1012,70.375,24,13,15,116,176,176,0,4,6.5,météo défavorable,20:18:00,07:17:00,16
2022-09-09,21,15,22,15,20,20,0.4,86,10,1012,67.5,24,13,14,122,119,353,0,5,6.5,météo défavorable,20:16:00,07:19:00,15
2022-09-10,22,15,15,15,20,22,0,77,10,1017,61.375,24,12,15,119,122,116,0,5,7.8,météo correcte,20:14:00,07:20:00,15
2022-09-11,26,14,7,14,23,25,0,83,10,1018,17.625,26,12,15,113,113,113,0,6,11.6,météo favorable,20:12:00,07:22:00,16
2022-09-12,30,16,12,16,29,29,0,73,10,1015,10,28,12,16,113,113,113,0,6,11.6,météo idéale,20:10:00,07:23:00,17
2022-09-13,29,22,6,22,23,27,0.1,46,10,1009,48,29,19,22,119,116,116,0,6,11.6,météo favorable,20:08:00,07:24:00,22
2022-09-14,27,18,12,18,22,24,3.5,93,9.625,1007,70.5,28,18,18,176,353,176,0,5,7.7,météo défavorable,20:06:00,07:26:00,19
2022-09-15,25,18,13,18,23,23,0.3,84,10,1011,59.5,25,17,18,176,113,113,0,5,11.6,météo correcte,20:04:00,07:27:00,18
2022-09-16,18,13,11,14,16,17,0,74,10,1017,38.625,18,11,13,113,116,116,0,5,10.3,météo favorable,20:02:00,07:29:00,15
2022-09-17,17,11,21,11,14,15,0.1,75,10,1023,49.375,17,8,9,116,176,116,0,4,9,météo correcte,20:00:00,07:30:00,11
2022-09-18,17,10,19,10,17,16,0,67,10,1021,52.75,17,7,9,113,116,122,0,4,7.5,météo correcte,19:57:00,07:31:00,11
2022-09-19,19,11,10,11,17,18,0,67,10,1025,41.125,19,6,11,113,116,116,0,5,11.6,météo favorable,19:55:00,07:33:00,12
2022-09-20,18,10,13,10,17,18,0,67,10,1025,37.25,18,7,10,113,113,122,0,5,7.5,météo favorable,19:53:00,07:34:00,11
2022-09-21,21,11,13,11,19,20,0,71,10,1026,8,23,8,10,113,113,113,0,5,11.6,météo favorable,19:51:00,07:36:00,12
2022-09-22,21,11,10,11,19,20,0,56,10,1024,27.125,23,3,11,113,119,116,0,5,10.2,météo correcte,19:49:00,07:37:00,12
2022-09-23,21,12,6,12,19,20,0,56,10,1019,46.25,23,4,11,113,122,122,0,5,7.4,météo correcte,19:47:00,07:39:00,13
2022-09-24,16,13,17,13,16,16,0.3,83,10,1014,86.625,16,10,12,122,122,176,0,3,6,météo défavorable,19:45:00,07:40:00,14
2022-09-25,17,12,9,12,15,16,0,86,10,1014,56.375,17,11,12,119,122,116,0,4,7.4,météo correcte,19:43:00,07:41:00,12
2022-09-26,17,12,26,13,17,13,1.7,77,8.875,1013,77,17,11,12,119,119,296,0,4,6,météo défavorable,19:41:00,07:43:00,12
2022-09-27,14,9,20,9,13,14,0.4,76,9.875,1008,59.75,14,8,7,119,116,176,0,3,6,météo correcte,19:38:00,07:44:00,10
2022-09-28,16,12,16,12,15,15,0.4,67,10,1003,62.375,16,11,11,116,119,176,0,3,7.4,météo correcte,19:36:00,07:46:00,13
2022-09-29,15,10,12,11,12,14,0.5,75,10,1007,51.625,15,8,9,116,176,353,0,4,7.4,météo correcte,19:34:00,07:47:00,10
2022-09-30,21,9,7,9,19,18,0,63,10,1011,14.375,21,5,9,113,113,113,0,5,11.6,météo favorable,19:32:00,07:49:00,10
2022-10-01,20,11,27,12,17,16,3.5,92,7.75,1017,74,20,13,10,296,353,176,0,5,7.3,météo défavorable,18:30:00,06:50:00,11
2022-10-02,24,16,25,16,18,22,0.1,84,10,1020,71.375,25,14,16,122,176,113,0,4,8.7,météo défavorable,18:27:00,06:51:00,16
2022-10-03,23,13,6,13,20,21,0,94,8,1024,61,25,13,14,119,113,122,0,4,10.2,météo correcte,18:25:00,06:53:00,13
2022-10-04,23,14,10,14,21,21,0,85,10,1021,38,25,12,14,113,113,122,0,5,10.2,météo favorable,18:23:00,06:54:00,14
2022-10-05,27,14,23,14,25,22,0,70,10,1025,35.125,27,11,14,116,113,116,0,6,11.6,météo favorable,18:21:00,06:56:00,15
2022-10-06,22,12,6,12,21,20,0,70,10,1032,1.25,24,9,12,113,113,113,0,5,11.6,météo favorable,18:19:00,06:57:00,13
2022-10-07,23,11,7,11,21,19,0,64,10,1029,6.125,24,7,11,113,113,113,0,5,11.6,météo favorable,18:17:00,06:59:00,12
2022-10-08,22,13,9,13,18,20,0,83,10,1025,16.75,24,10,12,122,113,113,0,5,11.2,météo favorable,18:15:00,07:00:00,13
2022-10-09,22,9,12,9,17,21,0,66,10,1026,4.75,24,6,8,113,113,113,0,5,11.1,météo favorable,18:13:00,07:02:00,11
2022-10-10,23,12,7,12,20,20,0,65,10,1024,30.875,24,10,12,113,116,113,0,4,11.1,météo favorable,18:11:00,07:03:00,13
2022-10-11,22,12,13,12,18,19,0,66,10,1025,18.375,24,8,10,113,113,113,0,4,11,météo favorable,18:09:00,07:05:00,13
2022-10-12,18,9,5,9,16,17,0,61,10,1025,28.375,18,2,9,113,116,113,0,4,11,météo favorable,18:07:00,07:06:00,10
2022-10-13,16,12,12,12,16,13,0.1,72,10,1023,73.875,16,10,12,116,116,176,0,3,5.5,météo défavorable,18:05:00,07:08:00,13
2022-10-14,19,14,12,14,17,18,0.5,92,9,1017,93,19,14,13,176,176,119,0,4,5.5,météo défavorable,18:03:00,07:09:00,14
2022-10-15,20,15,23,16,20,17,0.2,88,10,1013,74.25,20,14,16,176,176,122,0,4,8.5,météo défavorable,18:01:00,07:11:00,15
2022-10-16,20,13,11,13,16,18,4.7,92,7.5,1014,69.5,20,15,12,266,296,116,0,5,3.9,météo défavorable,17:59:00,07:12:00,14
2022-10-17,22,16,15,16,22,19,0.2,84,10,1022,75.375,25,16,16,116,119,176,0,4,5.5,météo défavorable,17:57:00,07:14:00,17
2022-10-18,20,15,10,15,18,18,1.5,92,9.875,1027,79.875,20,14,15,176,119,119,0,4,5.5,météo défavorable,17:55:00,07:16:00,15
2022-10-19,24,15,17,15,21,22,0,90,10,1023,20.125,25,15,15,113,116,113,0,5,8.7,météo favorable,17:54:00,07:17:00,16
2022-10-20,22,17,18,17,20,20,3.6,84,9.625,1013,46.75,25,15,17,353,116,176,0,4,7.1,météo favorable,17:52:00,07:19:00,17
2022-10-21,23,16,21,16,20,20,1.5,85,9.75,1012,53.125,24,14,16,200,113,116,0,4,8.7,météo favorable,17:50:00,07:20:00,16
2022-10-22,22,15,15,15,20,20,0,76,10,1017,36.375,24,11,14,116,113,116,0,5,8.7,météo favorable,17:48:00,07:22:00,16
2022-10-23,25,16,21,17,21,21,0.2,61,9.5,1012,54.75,25,12,17,119,200,200,0,6,7.1,météo correcte,17:46:00,07:23:00,17
2022-10-24,22,16,24,16,20,19,0,68,10,1014,23.5,24,11,16,116,113,113,0,5,8.7,météo favorable,17:44:00,07:25:00,17
2022-10-25,21,14,15,15,19,19,0,75,10,1017,49.625,21,11,14,122,113,116,0,5,8.7,météo favorable,17:43:00,07:27:00,14
2022-10-26,22,16,17,17,20,21,0,76,10,1020,15.375,24,12,16,116,113,113,0,5,8.7,météo favorable,17:41:00,07:28:00,17
2022-10-27,24,16,13,17,22,22,0,73,10,1020,42.375,25,13,17,116,113,116,0,6,8.7,météo favorable,17:39:00,07:30:00,16
2022-10-28,25,19,14,19,22,22,0,57,10,1021,15,25,12,19,113,113,113,0,6,8.7,météo idéale,17:37:00,07:31:00,19
2022-10-29,24,18,12,18,22,22,0,63,10,1021,41.875,25,11,18,116,116,116,0,6,8.7,météo favorable,17:36:00,07:33:00,18
2022-10-30,21,16,10,17,20,19,0,67,10,1020,41.375,21,11,17,113,116,119,0,5,8.7,météo favorable,17:34:00,07:34:00,18
2022-10-31,19,15,9,15,17,18,0.7,82,9,1020,64,19,13,15,176,353,116,0,5,3.7,météo correcte,17:32:00,07:36:00,16
2022-11-01,18,14,29,15,17,17,0.5,71,9.875,1020,70.625,18,13,13,176,113,116,0,4,7,météo défavorable,17:31:00,07:38:00,17
2022-11-02,16,11,19,11,15,15,0.2,78,9.875,1025,32.625,16,9,9,113,113,122,0,3,8.7,météo correcte,17:29:00,07:39:00,12
2022-11-03,16,12,19,13,16,14,0.6,77,10,1018,71.875,16,9,11,116,119,353,0,4,3.7,météo défavorable,17:27:00,07:41:00,13
2022-11-04,12,9,20,9,12,11,2.9,87,8.75,1016,71.125,12,7,7,266,353,176,0,3,3.7,météo défavorable,17:26:00,07:42:00,10
2022-11-05,14,8,13,8,12,13,0,82,10,1022,40.25,14,6,8,116,119,119,0,4,7,météo correcte,17:24:00,07:44:00,9
2022-11-06,14,9,22,9,11,14,0.5,81,8,1019,57.625,14,10,6,113,176,266,0,4,5.3,météo correcte,17:23:00,07:46:00,9
2022-11-07,16,11,21,11,15,14,0,88,10,1015,82.125,16,10,9,122,116,116,0,3,5.3,météo défavorable,17:21:00,07:47:00,11
2022-11-08,17,12,23,12,16,15,0,66,10,1011,58.25,17,10,10,116,122,122,0,4,7,météo correcte,17:20:00,07:49:00,13
2022-11-09,16,12,19,13,15,15,0,80,10,1020,38.75,16,9,11,122,116,113,0,4,8.7,météo correcte,17:18:00,07:50:00,13
2022-11-10,17,10,12,10,16,14,0,86,10,1029,24.375,17,9,9,113,113,119,0,4,8.7,météo correcte,17:17:00,07:52:00,10
2022-11-11,19,9,10,9,14,16,0,83,10,1031,21.75,19,9,9,116,113,113,0,4,8.7,météo favorable,17:16:00,07:53:00,10
2022-11-12,19,11,6,11,18,16,0,83,10,1031,39.75,19,11,10,113,113,116,0,3,8.7,météo favorable,17:14:00,07:55:00,11
2022-11-13,17,11,6,11,16,14,0,65,10,1025,32,17,8,10,116,113,116,0,3,8.7,météo correcte,17:13:00,07:56:00,11
2022-11-14,15,10,17,10,15,13,0.3,83,9.875,1016,38.375,15,10,10,113,116,176,0,4,7,météo correcte,17:12:00,07:58:00,10
2022-11-15,14,9,19,9,12,14,1.1,87,9,1013,67.25,14,12,8,113,122,353,0,4,5.3,météo défavorable,17:11:00,07:59:00,10
2022-11-16,12,10,21,10,12,12,1.8,85,8.875,1005,94.125,12,10,7,122,176,266,0,3,3.4,météo défavorable,17:09:00,08:01:00,10
2022-11-17,14,11,27,13,14,12,1.4,70,9.875,1004,64,14,10,10,353,176,116,0,3,6.9,météo correcte,17:08:00,08:03:00,13
2022-11-18,13,8,12,9,11,11,0.1,87,10,1012,39.375,13,7,7,113,116,176,0,4,8.7,météo correcte,17:07:00,08:04:00,9
2022-11-19,11,7,9,7,10,10,0.2,82,10,1016,29.375,11,5,5,113,113,113,0,2,8.7,météo défavorable,17:06:00,08:05:00,8
2022-11-20,9,6,20,6,6,8,0.5,84,9,1014,56.625,9,6,3,113,266,176,0,3,5.1,météo défavorable,17:05:00,08:07:00,6
2022-11-21,9,7,18,7,8,8,0.9,87,9.875,1016,87.75,9,6,4,116,122,296,0,2,3.4,météo défavorable,17:04:00,08:08:00,8
2022-11-22,11,6,19,6,10,9,0.3,81,9.875,1005,34,11,4,2,113,176,119,0,3,5.1,météo défavorable,17:03:00,08:10:00,7
2022-11-23,11,7,21,7,9,10,0.3,88,9,1012,50.5,11,7,4,116,266,113,0,2,6.9,météo défavorable,17:02:00,08:11:00,8
2022-11-24,11,7,15,8,10,10,0,90,10,1015,56.5,11,7,5,116,122,116,0,3,6.9,météo défavorable,17:01:00,08:13:00,9
2022-11-25,11,7,14,8,10,10,0.6,89,9,1024,44.375,11,7,5,116,113,116,0,2,6.9,météo défavorable,17:00:00,08:14:00,9
2022-11-26,11,7,10,7,9,9,0,92,10,1031,45.375,11,6,6,116,116,116,0,3,6.9,météo défavorable,17:00:00,08:16:00,7
2022-11-27,11,8,15,9,11,11,0,63,10,1025,73.375,11,5,7,122,116,119,0,3,6.9,météo défavorable,16:59:00,08:17:00,9
2022-11-28,11,8,15,9,11,10,0.9,84,9.375,1016,67.625,11,6,6,263,116,116,0,2,6.9,météo défavorable,16:58:00,08:18:00,8
2022-11-29,12,7,7,8,11,10,0,83,10,1020,40.75,12,6,6,116,113,113,0,2,8.4,météo défavorable,16:58:00,08:20:00,8
2022-11-30,10,5,8,5,8,8,0,91,10,1022,19.625,10,5,4,113,113,113,0,3,8.4,météo très défavorable,16:57:00,08:21:00,6
2022-12-01,8,5,13,5,7,8,0,81,10,1025,57.25,8,4,2,119,122,116,0,2,5,météo très défavorable,16:56:00,08:22:00,7
2022-12-02,7,4,16,4,6,6,0,83,10,1025,73.75,7,2,1,122,116,122,0,2,6.8,météo très défavorable,16:56:00,08:24:00,4
2022-12-03,3,1,15,1,2,3,0,86,10,1021,98.875,3,0,-4,326,122,122,0,1,3.1,météo très défavorable,16:55:00,08:25:00,1
2022-12-04,5,1,12,1,4,5,0,82,10,1016,62.75,5,1,-3,116,122,122,0,2,5,météo très défavorable,16:55:00,08:26:00,1
2022-12-05,5,3,8,3,4,5,0.3,83,9,1022,99.25,5,2,1,266,122,122,0,1,3.1,météo très défavorable,16:55:00,08:27:00,3
2022-12-06,6,2,10,3,5,5,0,80,10,1023,78.625,6,2,1,122,116,122,0,2,5,météo très défavorable,16:54:00,08:28:00,2
2022-12-07,6,2,6,3,5,5,0,90,10,1022,58.125,6,2,1,116,119,116,0,2,5,météo très défavorable,16:54:00,08:29:00,3
2022-12-08,5,2,5,2,4,4,0,91,10,1017,51.625,5,1,2,122,119,113,0,2,5,météo très défavorable,16:54:00,08:31:00,2
2022-12-09,6,-1,11,0,3,4,0,84,10,1009,6.5,6,0,-3,113,113,113,0,2,8.2,météo très défavorable,16:54:00,08:32:00,0
2022-12-10,5,-1,8,-1,4,4,0,84,10,1012,2.625,5,0,-3,113,113,113,0,2,8.2,météo très défavorable,16:54:00,08:33:00,-1
2022-12-11,3,-1,7,-1,2,2,0,75,10,1013,25,3,0,-3,113,116,116,0,2,8.2,météo très défavorable,16:54:00,08:34:00,0
2022-12-12,3,-1,10,-1,1,1,0,75,10,1014,60.25,3,0,-4,116,326,116,0,1,4.9,météo très défavorable,16:54:00,08:35:00,-1
2022-12-13,2,-2,17,-2,1,1,0,66,10,1010,38.125,2,0,-6,113,113,116,0,2,6.8,météo très défavorable,16:54:00,08:35:00,-1
2022-12-14,4,1,8,2,4,2,0.8,98,5.75,1001,100,4,3,1,266,143,176,0,1,3.1,météo très défavorable,16:54:00,08:36:00,2
2022-12-15,2,-1,12,-1,1,0,0.1,75,10,1013,75.5,2,0,-5,326,122,116,0,1,3.1,météo très défavorable,16:54:00,08:37:00,-1
2022-12-16,4,-2,11,-1,2,0,0,80,10,1023,1.875,4,0,-5,113,113,113,0,2,8.2,météo très défavorable,16:54:00,08:38:00,-1
2022-12-17,1,-4,9,-4,0,0,0,83,10,1025,5,1,0,-7,113,113,113,0,2,8.2,météo très défavorable,16:54:00,08:39:00,-3
2022-12-18,2,-3,10,-3,0,1,0,58,10,1026,39.25,2,0,-7,113,116,116,0,2,8.2,météo très défavorable,16:55:00,08:39:00,-3
2022-12-19,10,5,19,6,9,10,0.2,76,9,1019,65.375,10,6,3,122,113,119,0,2,8.2,météo défavorable,16:55:00,08:40:00,6
2022-12-20,12,10,18,10,10,11,0.4,84,9,1016,86.125,12,10,7,116,122,176,0,3,4.9,météo défavorable,16:56:00,08:41:00,10
2022-12-21,10,7,16,8,9,9,3.5,92,9.125,1020,61.625,10,9,5,263,119,113,0,2,4.9,météo défavorable,16:56:00,08:41:00,9
2022-12-22,13,9,19,10,12,12,1.1,93,9.75,1015,85.5,13,12,7,122,122,296,0,3,3.1,météo défavorable,16:57:00,08:42:00,9
2022-12-23,15,12,30,14,15,14,1,91,9,1011,92.125,15,12,12,176,353,176,0,3,3.1,météo défavorable,16:57:00,08:42:00,14
2022-12-24,12,10,18,10,11,11,0,80,10,1018,87.625,12,8,8,122,116,122,0,3,4.9,météo défavorable,16:58:00,08:42:00,11
2022-12-25,15,9,23,9,11,15,0,95,9,1017,68,15,9,8,143,116,122,0,3,6.8,météo défavorable,16:58:00,08:43:00,10
2022-12-26,9,6,16,9,9,8,3.5,94,8.75,1031,56.125,9,8,5,266,296,113,0,3,3.1,météo défavorable,16:59:00,08:43:00,9
2022-12-27,7,4,13,4,6,6,0,70,10,1031,40.5,7,1,2,113,122,116,0,3,6.9,météo très défavorable,17:00:00,08:43:00,5
2022-12-28,11,6,22,6,10,11,0.1,94,10,1025,93,11,8,3,122,122,176,0,2,3.2,météo défavorable,17:01:00,08:44:00,6
2022-12-29,11,9,26,11,11,10,1.4,81,10,1011,87.375,11,9,8,353,119,353,0,3,5,météo défavorable,17:01:00,08:44:00,11
2022-12-30,15,6,30,6,9,14,1.2,89,7,1015,64.875,15,12,3,116,176,266,0,3,3.2,météo correcte,17:02:00,08:44:00,6
2022-12-31,17,14,28,15,16,17,0.2,82,10,1016,61.125,17,12,12,176,116,113,0,4,5,météo correcte,17:03:00,08:44:00,15
2023-01-01,14,12,21,13,13,12,0,75,10,1020,65.5,14,9,10,116,122,122,0,4,5.1,météo défavorable,17:04:00,08:44:00,13
2023-01-02,11,8,19,11,8,9,6.1,95,7.625,1028,84.75,11,10,5,296,296,176,0,2,3.2,météo défavorable,17:05:00,08:44:00,10
2023-01-03,10,6,15,6,8,9,0,94,9,1030,37.875,10,6,4,116,116,113,0,3,6.9,météo défavorable,17:06:00,08:44:00,7
2023-01-04,12,8,25,9,11,12,0,82,10,1028,90.625,12,10,6,122,122,122,0,4,3.2,météo défavorable,17:07:00,08:44:00,8
2023-01-05,13,12,15,12,13,13,0.1,94,10,1025,97.375,13,11,11,122,122,122,0,3,3.2,météo défavorable,17:09:00,08:43:00,12
2023-01-06,12,11,17,11,12,12,0.2,83,10,1024,76.25,12,10,9,122,176,176,0,4,3.3,météo défavorable,17:10:00,08:43:00,11
2023-01-07,11,7,23,8,9,11,0.2,86,10,1019,52.5,11,7,5,113,116,176,0,3,6.9,météo défavorable,17:11:00,08:43:00,9
2023-01-08,10,8,17,9,10,9,1.5,86,7.875,1008,88.375,10,7,6,266,176,176,0,2,3.3,météo défavorable,17:12:00,08:43:00,10
2023-01-09,9,6,24,7,8,8,1.2,77,9.375,1015,78.375,9,4,2,122,263,122,0,2,3.3,météo défavorable,17:13:00,08:42:00,7
2023-01-10,12,5,24,6,6,11,1.8,97,8.875,1021,83.375,12,10,2,122,296,176,0,3,3.3,météo défavorable,17:15:00,08:42:00,6
2023-01-11,12,9,17,11,11,11,0.5,93,9,1017,73.875,12,10,8,266,116,116,0,3,6.9,météo défavorable,17:16:00,08:41:00,11
2023-01-12,12,9,28,9,11,12,0.7,84,10,1019,100,12,9,6,353,122,122,0,3,3.3,météo défavorable,17:17:00,08:41:00,9
2023-01-13,11,9,22,9,10,10,1.8,73,9.75,1023,73.625,11,9,6,176,116,176,0,2,8.7,météo défavorable,17:19:00,08:40:00,11
2023-01-14,13,7,30,8,9,12,0.9,84,8,1024,100,13,10,5,122,266,176,0,2,3.3,météo défavorable,17:20:00,08:39:00,7
2023-01-15,9,6,24,7,8,7,2.2,77,8.875,1013,56.75,9,6,3,353,113,116,0,2,8.7,météo défavorable,17:21:00,08:39:00,8
2023-01-16,8,4,26,6,6,6,4.9,87,8.25,1002,94.25,8,3,0,389,266,353,0,2,3.3,météo très défavorable,17:23:00,08:38:00,5
2023-01-17,5,2,18,3,4,4,0.3,79,9.625,994,46.625,5,1,-1,371,368,113,0.1,1,8.7,météo très défavorable,17:24:00,08:37:00,3
2023-01-18,6,1,10,1,4,6,0,75,10,1005,17.125,6,0,-2,116,113,113,0,2,8.7,météo très défavorable,17:26:00,08:36:00,1
2023-01-19,6,1,10,1,4,6,0,83,9.875,1015,33.125,6,0,-1,116,179,113,0,2,6.9,météo très défavorable,17:27:00,08:36:00,1
2023-01-20,6,0,7,0,5,4,0,81,10,1027,21,6,0,-2,113,113,113,0,1,8.7,météo très défavorable,17:29:00,08:35:00,1
2023-01-21,5,1,14,1,3,4,0,91,10,1033,43.125,5,0,-2,116,116,113,0,2,6.9,météo très défavorable,17:30:00,08:34:00,2
2023-01-22,5,-1,17,-1,2,3,0,85,10,1033,28.125,5,0,-5,116,113,116,0,2,8.7,météo très défavorable,17:32:00,08:33:00,-1
2023-01-23,4,1,15,2,2,3,0,88,10,1035,93.125,4,0,-2,122,122,122,0,1,3.4,météo très défavorable,17:33:00,08:32:00,1
2023-01-24,5,-1,16,0,3,4,0,89,10,1036,30.125,5,0,-4,116,113,113,0,1,8.7,météo très défavorable,17:35:00,08:31:00,1
2023-01-25,8,0,9,0,6,6,0,92,10,1035,13.25,8,3,-3,116,113,113,0,2,8.7,météo très défavorable,17:37:00,08:30:00,0
2023-01-26,4,1,15,2,4,4,1.5,98,6,1025,89.125,4,4,0,266,266,266,0,2,3.4,météo très défavorable,17:38:00,08:29:00,1
2023-01-27,4,2,18,3,4,3,0,86,10,1027,73.125,4,3,-2,116,122,122,0,1,5.2,météo très défavorable,17:40:00,08:27:00,3
2023-01-28,5,0,14,0,3,4,0,82,10,1031,45.75,5,0,-4,113,116,119,0,2,6.9,météo très défavorable,17:41:00,08:26:00,1
2023-01-29,6,0,6,0,4,6,0,91,10,1031,48,6,3,-1,116,116,122,0,2,6.9,météo très défavorable,17:43:00,08:25:00,1
2023-01-30,9,5,19,5,8,6,0.2,97,10,1030,68.125,9,6,2,122,176,116,0,2,5.2,météo très défavorable,17:45:00,08:24:00,5
2023-01-31,8,2,14,2,6,7,0,87,10,1031,64.375,8,3,0,113,119,122,0,2,5.2,météo très défavorable,17:46:00,08:22:00,3
2023-02-01,9,6,26,7,8,8,0.8,81,9.875,1027,92.375,9,6,3,176,176,353,0,2,3.5,météo défavorable,17:48:00,08:21:00,7
2023-02-02,11,5,17,5,8,9,0,90,10,1032,63.625,11,7,2,116,119,122,0,3,3.5,météo très défavorable,17:49:00,08:20:00,6
2023-02-03,12,7,16,8,11,11,0,79,10,1036,44,12,6,5,119,113,113,0,2,8.7,météo défavorable,17:51:00,08:18:00,8
2023-02-04,13,5,11,5,10,9,0,89,10,1040,49.625,13,4,3,116,119,116,0,3,5.2,météo correcte,17:53:00,08:17:00,5
2023-02-05,11,5,21,6,8,7,0,86,10,1042,42.75,11,4,5,119,122,113,0,3,5.2,météo défavorable,17:54:00,08:15:00,5
2023-02-06,7,2,16,3,5,5,0,85,10,1042,34.75,7,1,-2,116,113,116,0,2,8.7,météo très défavorable,17:56:00,08:14:00,3
2023-02-07,7,1,17,2,4,7,0,79,10,1037,25.125,7,0,-3,116,113,113,0,1,8.7,météo très défavorable,17:58:00,08:12:00,4
