DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2023-02-08,10,0,20,0,5,7,0,55,10,1037,3.125,10,0,-4,113,113,113,0,2,8.7,météo très défavorable,17:59:00,08:11:00,1
2023-02-09,7,-1,5,-1,4,7,0,58,10,1036,11.875,7,0,-1,113,119,113,0,2,9.9,météo très défavorable,18:01:00,08:09:00,0
2023-02-10,10,3,8,4,7,8,0,57,10,1040,57.75,10,2,3,122,116,122,0,2,9.9,météo très défavorable,18:03:00,08:08:00,3
2023-02-11,9,3,4,3,7,8,0,93,10,1039,49.625,9,4,3,113,119,119,0,3,6.6,météo très défavorable,18:04:00,08:06:00,4
2023-02-12,13,3,13,3,10,13,0,93,10,1038,12.125,13,8,2,113,113,113,0,3,10,météo correcte,18:06:00,08:04:00,4
2023-02-13,14,4,8,4,11,12,0,90,10,1034,2.125,14,4,3,113,113,113,0,3,10,météo correcte,18:07:00,08:03:00,5
2023-02-14,15,5,5,5,12,13,0,77,10,1033,0,15,4,4,113,113,113,0,3,10.1,météo correcte,18:09:00,08:01:00,5
2023-02-15,13,5,11,5,10,13,0,74,10,1028,31.625,13,5,4,116,113,113,0,3,10,météo correcte,18:11:00,07:59:00,6
2023-02-16,13,6,17,7,11,11,0,91,10,1028,69.25,13,6,5,116,122,122,0,3,5.3,météo défavorable,18:12:00,07:58:00,6
2023-02-17,14,10,15,10,12,14,0,96,10,1029,90.25,14,11,8,122,122,119,0,3,5.3,météo défavorable,18:14:00,07:56:00,10
2023-02-18,12,9,15,11,11,12,0,83,10,1029,74.125,12,8,9,122,122,116,0,4,6.9,météo défavorable,18:16:00,07:54:00,9
2023-02-19,13,9,16,11,12,13,0,72,10,1030,68.125,13,7,8,122,119,113,0,3,6.9,météo défavorable,18:17:00,07:52:00,11
2023-02-20,15,6,6,6,12,15,0,89,10,1030,8.375,15,5,5,113,113,113,0,4,10.7,météo correcte,18:19:00,07:51:00,7
2023-02-21,16,6,5,6,13,13,0,71,10,1024,31.625,16,4,6,113,113,122,0,4,10,météo correcte,18:20:00,07:49:00,7
2023-02-22,12,9,13,9,12,10,0.3,90,9,1015,100,12,9,8,266,122,176,0,3,5.4,météo défavorable,18:22:00,07:47:00,9
2023-02-23,10,7,18,7,8,9,0.3,89,10,1018,96.625,10,7,5,176,122,122,0,2,5.4,météo défavorable,18:24:00,07:45:00,8
2023-02-24,10,3,13,4,8,9,0,78,10,1018,28.75,10,4,0,113,113,113,0,3,10.8,météo très défavorable,18:25:00,07:43:00,6
2023-02-25,9,3,19,3,7,8,0,75,10,1015,61.75,9,3,1,113,122,119,0,3,5.4,météo très défavorable,18:27:00,07:41:00,4
2023-02-26,7,1,27,1,6,7,0,58,10,1023,8.125,7,0,-4,113,113,113,0,2,10.9,météo très défavorable,18:28:00,07:39:00,2
2023-02-27,9,-1,24,-1,7,8,0,63,10,1027,0,9,0,-6,113,113,113,0,2,10.9,météo très défavorable,18:30:00,07:37:00,0
2023-02-28,10,-1,20,-1,5,7,0,65,10,1027,6.75,10,0,-5,113,113,113,0,2,11,météo très défavorable,18:32:00,07:36:00,0
2023-03-01,8,0,17,0,6,8,0,62,10,1027,1.25,8,0,-5,113,113,113,0,2,11,météo très défavorable,19:34:00,08:33:00,0
2023-03-02,10,-1,13,-1,7,9,0,61,10,1023,7.5,10,0,-4,113,113,113,0,2,11,météo très défavorable,19:35:00,08:31:00,0
2023-03-03,10,1,18,1,8,10,0,82,10,1025,2.5,10,0,-2,113,113,113,0,3,11.1,météo très défavorable,19:37:00,08:29:00,2
2023-03-04,7,1,14,1,4,6,0,92,10,1027,63.375,7,1,-1,116,122,119,0,2,5.6,météo très défavorable,19:38:00,08:27:00,2
2023-03-05,7,5,9,6,7,7,0,56,10,1025,86.625,7,0,4,116,122,122,0,2,5.6,météo très défavorable,19:40:00,08:25:00,6
2023-03-06,8,4,13,5,7,7,0,69,10,1015,84.125,8,0,3,119,122,122,0,2,5.6,météo très défavorable,19:42:00,08:23:00,5
2023-03-07,8,3,19,3,8,8,0,78,10,1005,91.125,8,2,0,119,122,119,0,2,5.6,météo très défavorable,19:43:00,08:21:00,4
2023-03-08,15,5,28,7,15,13,3,89,8.75,1001,97.25,15,11,3,296,176,353,0,3,5.6,météo défavorable,19:45:00,08:19:00,6
2023-03-09,15,10,23,10,14,13,0.8,76,10,1001,92,15,9,8,116,122,176,0,3,5.6,météo défavorable,19:46:00,08:17:00,10
2023-03-10,12,5,36,8,7,6,0.4,78,10,1008,95,12,7,1,353,122,122,0,2,5.7,météo défavorable,19:48:00,08:15:00,10
2023-03-11,9,2,5,2,7,9,0,80,10,1015,47.375,9,1,1,116,116,113,0,2,11.4,météo très défavorable,19:49:00,08:13:00,3
2023-03-12,16,6,19,9,13,14,0.1,86,10,1015,67.625,16,10,7,122,116,116,0,3,10.1,météo défavorable,19:51:00,08:11:00,7
2023-03-13,19,11,34,13,17,15,0.1,84,10,1009,70,19,11,11,122,113,122,0,3,8.7,météo défavorable,19:52:00,08:09:00,13
2023-03-14,11,4,32,9,9,9,0.6,67,9,1013,74.625,11,8,3,353,176,113,0,2,7.2,météo défavorable,19:54:00,08:07:00,11
2023-03-15,9,2,13,3,8,9,0,62,10,1021,48.875,9,0,-1,113,122,122,0,3,7.2,météo très défavorable,19:55:00,08:05:00,3
2023-03-16,17,7,18,7,13,16,0,57,10,1017,54,17,6,4,122,116,116,0,3,10.1,météo correcte,19:57:00,08:03:00,7
2023-03-17,16,10,22,10,15,15,0,81,10,1011,42,16,9,8,113,122,116,0,4,8.7,météo correcte,19:58:00,08:01:00,10
2023-03-18,15,10,17,10,15,15,0.3,90,10,1014,68.875,15,9,9,176,119,116,0,3,8.9,météo défavorable,20:00:00,07:59:00,10
2023-03-19,16,10,8,10,12,16,0,87,10,1020,65.625,16,9,9,119,122,113,0,3,7.6,météo défavorable,20:01:00,07:56:00,10
2023-03-20,16,8,10,8,14,16,0,86,10,1023,35,16,7,8,116,113,113,0,3,10.3,météo correcte,20:03:00,07:54:00,9
2023-03-21,15,9,21,9,12,14,0.1,62,10,1019,72.375,15,8,8,122,116,176,0,4,8.9,météo défavorable,20:04:00,07:52:00,10
2023-03-22,11,10,24,10,11,11,1.3,86,7,1012,96.75,11,9,7,122,266,176,0,3,6.3,météo défavorable,20:06:00,07:50:00,10
2023-03-23,13,11,20,11,12,13,0.8,90,7,1008,100,13,11,9,122,266,266,0,3,6.3,météo défavorable,20:07:00,07:48:00,11
2023-03-24,16,10,28,11,14,14,0.7,80,8.875,1009,86.125,16,11,8,176,119,353,0,3,7.6,météo défavorable,20:09:00,07:46:00,13
2023-03-25,15,8,26,9,14,14,0.4,67,10,1014,78,15,7,5,122,116,176,0,3,9,météo défavorable,20:10:00,07:44:00,8
2023-03-26,11,6,26,8,11,8,2.8,83,8,1012,99.375,11,7,4,353,266,176,0,2,6.4,météo défavorable,20:12:00,07:42:00,9
2023-03-27,10,5,13,6,9,10,0,60,10,1028,63.5,10,0,4,122,119,113,0,2,9,météo défavorable,20:13:00,07:40:00,6
2023-03-28,13,3,17,3,9,12,0,65,10,1029,33.75,13,0,0,116,116,116,0,3,11.6,météo correcte,20:15:00,07:38:00,4
2023-03-29,20,9,22,9,16,18,0,67,10,1019,44.875,20,10,7,116,116,116,0,4,11.6,météo favorable,20:16:00,07:36:00,10
2023-03-30,17,12,23,13,15,17,0.3,78,9.75,1013,67.125,17,10,11,176,122,176,0,4,7.7,météo défavorable,20:18:00,07:34:00,14
2023-03-31,12,10,35,11,12,12,2.2,84,7,1008,100,12,9,8,266,353,353,0,3,6.4,météo défavorable,20:19:00,07:31:00,11
2023-04-01,12,9,29,10,10,11,2,87,8.875,1009,97.125,12,8,6,176,296,353,0,3,6.5,météo défavorable,20:21:00,07:29:00,10
2023-04-02,15,6,18,9,9,14,0,85,10,1030,50.375,15,6,5,122,113,113,0,2,10.3,météo correcte,20:22:00,07:27:00,9
2023-04-03,15,3,18,3,10,12,0,79,10,1030,12.625,15,1,-1,113,113,113,0,3,11.6,météo correcte,20:24:00,07:25:00,4
2023-04-04,14,2,18,2,11,11,0,60,10,1028,25.625,14,0,-2,113,113,116,0,3,11.6,météo correcte,20:25:00,07:23:00,3
2023-04-05,15,3,10,3,13,15,0,64,10,1026,10,15,0,1,116,113,113,0,3,11.6,météo correcte,20:27:00,07:21:00,4
2023-04-06,10,7,13,8,9,10,0.7,80,7.375,1020,82.625,10,8,7,122,176,266,0,3,6.5,météo défavorable,20:28:00,07:19:00,8
2023-04-07,12,5,17,5,11,10,0.1,88,10,1023,41.875,12,4,3,113,119,176,0,3,7.8,météo très défavorable,20:30:00,07:17:00,6
2023-04-08,16,4,11,4,13,14,0.1,91,10,1025,31.5,16,4,3,113,116,116,0,2,11.6,météo correcte,20:31:00,07:15:00,5
2023-04-09,17,6,10,6,15,17,0,82,10,1023,36.625,17,5,5,116,113,113,0,4,9.1,météo correcte,20:33:00,07:13:00,7
2023-04-10,15,10,17,10,14,15,0,72,10,1020,90.5,15,11,9,122,122,122,0,3,6.6,météo défavorable,20:34:00,07:11:00,10
2023-04-11,14,7,20,7,12,11,0.2,86,10,1020,85.875,14,6,5,119,122,176,0,3,6.6,météo défavorable,20:36:00,07:09:00,8
2023-04-12,11,7,25,10,8,11,2.6,95,9.75,1008,77.625,11,9,5,296,353,176,0,2,7.9,météo défavorable,20:37:00,07:07:00,10
2023-04-13,12,7,18,7,11,12,0.5,73,9.75,1013,82.875,12,4,4,122,176,176,0,2,9.1,météo défavorable,20:39:00,07:05:00,7
2023-04-14,13,5,15,5,12,12,0.1,88,10,1014,65.375,13,5,4,122,122,122,0,3,7.9,météo très défavorable,20:40:00,07:03:00,5
2023-04-15,14,8,9,8,11,12,0.5,91,9,1024,84.25,14,9,8,122,122,353,0,2,6.7,météo défavorable,20:42:00,07:01:00,8
2023-04-16,15,5,9,5,14,14,0,83,10,1026,37.625,15,5,4,113,113,119,0,4,9.3,météo correcte,20:43:00,06:59:00,5
2023-04-17,14,6,20,6,13,14,0.1,94,10,1025,70.625,14,7,4,119,116,119,0,3,8.1,météo défavorable,20:45:00,06:57:00,8
2023-04-18,14,6,18,6,14,12,0,84,10,1024,68.25,14,7,3,113,122,122,0,4,8.1,météo défavorable,20:46:00,06:55:00,7
2023-04-19,15,7,19,7,15,14,0,86,10,1021,83.75,15,7,5,122,119,119,0,3,7,météo défavorable,20:48:00,06:53:00,9
2023-04-20,11,5,18,5,11,9,0,72,10,1018,57,11,2,2,113,119,122,0,2,8.1,météo très défavorable,20:49:00,06:51:00,7
2023-04-21,14,7,7,7,13,13,1.4,86,8.875,1013,63,14,7,6,266,116,176,0,2,9.3,météo correcte,20:51:00,06:49:00,7
2023-04-22,12,7,26,7,12,11,2.2,96,8.875,1010,89,12,11,6,122,296,176,0,2,7,météo défavorable,20:52:00,06:47:00,7
2023-04-23,12,9,16,10,11,10,3.7,93,7.625,1010,83.625,12,10,8,122,266,302,0,3,7,météo défavorable,20:54:00,06:45:00,11
2023-04-24,12,8,17,9,11,12,0.7,94,9,1015,94.5,12,8,6,353,353,122,0,2,7.1,météo défavorable,20:55:00,06:43:00,8
2023-04-25,10,6,13,6,7,10,0.2,94,9,1018,80,10,6,5,143,122,122,0,2,7.1,météo défavorable,20:57:00,06:41:00,6
2023-04-26,13,6,12,6,12,13,0,71,10,1018,87.125,13,4,4,122,122,122,0,2,7.1,météo défavorable,20:58:00,06:39:00,6
2023-04-27,18,9,15,9,18,15,0.1,86,10,1017,70.875,18,12,8,119,119,176,0,3,10.2,météo défavorable,21:00:00,06:38:00,9
2023-04-28,18,13,15,14,17,18,1.3,94,8,1018,75.375,18,13,13,353,119,116,0,4,11.3,météo défavorable,21:01:00,06:36:00,14
2023-04-29,17,10,8,10,16,17,0.2,90,10,1018,50.25,17,12,10,116,122,176,0,4,11.3,météo correcte,21:03:00,06:34:00,11
2023-04-30,19,8,12,8,17,17,0,83,10,1022,28.125,19,7,8,113,116,116,0,4,13.4,météo favorable,21:04:00,06:32:00,9
2023-05-01,18,11,11,11,18,18,0,74,10,1022,68.125,18,10,11,116,122,116,0,3,12.4,météo défavorable,21:06:00,06:31:00,11
2023-05-02,14,9,12,9,13,14,0,90,10,1027,52.5,14,9,8,113,119,122,0,4,10.3,météo correcte,21:07:00,06:29:00,9
2023-05-03,21,5,19,5,17,20,0,78,10,1027,2.75,21,8,3,113,113,113,0,4,14.5,météo favorable,21:09:00,06:27:00,6
2023-05-04,22,9,15,9,21,22,0,77,10,1019,25.25,25,13,8,113,116,116,0,5,13.5,météo favorable,21:10:00,06:26:00,10
2023-05-05,21,11,17,11,19,20,0.2,90,10,1019,45.625,24,12,10,116,113,116,0,4,13.5,météo favorable,21:12:00,06:24:00,12
2023-05-06,22,11,9,11,20,22,0.1,95,8,1018,68.5,24,14,10,143,122,119,0,4,10.4,météo défavorable,21:13:00,06:22:00,11
2023-05-07,20,13,15,14,19,19,0.3,95,9,1022,62,20,13,14,143,119,116,0,4,12.4,météo correcte,21:14:00,06:21:00,13
2023-05-08,21,10,12,10,21,20,0,88,10,1023,31.375,24,13,9,113,113,122,0,5,13.5,météo favorable,21:16:00,06:19:00,10
2023-05-09,15,12,13,12,14,14,2.2,97,6.125,1019,96.875,15,13,11,266,266,353,0,3,9.4,météo défavorable,21:17:00,06:18:00,13
2023-05-10,15,9,19,10,15,14,0.5,77,9.875,1017,87.875,15,11,7,122,122,176,0,3,10.4,météo défavorable,21:19:00,06:16:00,9
2023-05-11,17,8,11,8,16,17,0,92,10,1017,53.125,17,8,7,116,119,116,0,4,11.4,météo correcte,21:20:00,06:15:00,8
2023-05-12,15,8,17,8,15,13,0.6,87,10,1019,60.5,15,11,7,113,176,353,0,4,10.4,météo correcte,21:22:00,06:13:00,9
2023-05-13,19,9,17,9,19,17,1.1,95,6.875,1020,52.125,19,14,8,143,116,176,0,3,12.5,météo favorable,21:23:00,06:12:00,10
2023-05-14,20,9,17,9,19,19,0.2,92,10,1020,38.25,20,11,8,113,176,116,0,3,13.5,météo favorable,21:24:00,06:11:00,10
2023-05-15,14,8,17,10,14,12,1,89,10,1019,64.625,14,11,8,116,353,353,0,4,10.5,météo correcte,21:26:00,06:09:00,10
2023-05-16,17,5,23,5,15,14,0,85,10,1024,22.625,17,6,2,113,113,116,0,4,13.5,météo correcte,21:27:00,06:08:00,6
2023-05-17,16,6,18,6,16,15,0,87,10,1027,26,16,7,5,113,119,113,0,4,12.5,météo correcte,21:28:00,06:07:00,7
2023-05-18,18,7,18,8,16,17,0,75,10,1027,46.25,18,7,6,122,116,116,0,4,13.5,météo favorable,21:30:00,06:05:00,8
2023-05-19,19,7,21,7,18,18,0,80,10,1025,47,19,8,5,116,119,116,0,4,13.5,météo correcte,21:31:00,06:04:00,8
2023-05-20,18,10,20,10,18,17,0.1,81,10,1022,51.375,18,10,8,116,116,176,0,4,12.5,météo favorable,21:32:00,06:03:00,11
2023-05-21,19,10,17,11,16,19,0,90,10,1017,74.375,19,15,9,116,122,119,0,4,9.6,météo défavorable,21:33:00,06:02:00,11
2023-05-22,21,12,17,12,21,19,0,89,10,1019,68.5,24,14,12,116,116,122,0,4,11.6,météo défavorable,21:35:00,06:01:00,12
2023-05-23,20,10,22,12,20,18,0,85,10,1024,59.75,20,12,11,122,113,113,0,4,15.4,météo correcte,21:36:00,06:00:00,13
2023-05-24,18,7,18,8,17,16,0,79,10,1025,29.375,18,8,5,113,116,116,0,4,15.8,météo favorable,21:37:00,05:59:00,8
2023-05-25,23,10,21,10,22,23,0,84,10,1027,13.75,25,13,8,113,113,113,0,5,15.8,météo favorable,21:38:00,05:58:00,10
2023-05-26,24,9,19,10,21,23,0,84,10,1027,8,25,12,8,113,113,113,0,5,15.8,météo favorable,21:39:00,05:57:00,10
2023-05-27,23,10,17,10,20,22,0,78,10,1026,19.75,24,11,8,113,122,116,0,5,15.9,météo correcte,21:41:00,05:56:00,11
2023-05-28,27,11,18,11,23,25,0,81,10,1021,5.25,27,13,10,113,113,113,0,5,15.9,météo favorable,21:42:00,05:55:00,12
2023-05-29,23,12,23,12,22,21,0,84,10,1023,24,25,12,10,116,113,116,0,5,15.9,météo favorable,21:43:00,05:54:00,13
2023-05-30,23,10,24,10,22,22,0,72,10,1024,14.375,25,12,8,113,113,116,0,5,15.9,météo favorable,21:44:00,05:54:00,11
2023-05-31,27,10,22,11,26,26,0,87,10,1023,14.125,27,13,9,116,113,113,0,5,15.9,météo favorable,21:45:00,05:53:00,11
2023-06-01,27,13,21,13,26,25,0,89,10,1020,8.375,27,14,12,116,113,113,0,5,15.9,météo favorable,21:46:00,05:52:00,14
2023-06-02,25,9,19,9,23,23,0,84,10,1021,7.25,25,11,7,113,113,113,0,5,16,météo favorable,21:47:00,05:51:00,10
2023-06-03,27,10,19,11,25,25,0,86,10,1019,7.25,26,12,10,113,113,113,0,5,16,météo favorable,21:48:00,05:51:00,11
2023-06-04,26,11,19,11,26,25,0,66,10,1020,10.625,26,11,10,113,113,116,0,5,16,météo favorable,21:49:00,05:50:00,12
2023-06-05,26,11,18,12,24,24,0,79,10,1020,11.125,26,11,10,113,113,116,0,5,16,météo favorable,21:49:00,05:50:00,12
2023-06-06,25,11,17,12,24,24,0,84,10,1019,23,26,13,11,113,113,113,0,5,16,météo favorable,21:50:00,05:49:00,12
2023-06-07,27,13,18,14,25,25,0,83,10,1019,19.5,26,13,13,113,113,116,0,6,16,météo favorable,21:51:00,05:49:00,14
2023-06-08,28,13,14,14,25,26,0,85,10,1017,14.625,27,14,13,113,113,116,0,6,16,météo favorable,21:52:00,05:48:00,14
2023-06-09,26,16,15,17,26,24,0,76,10,1012,43.75,26,18,17,116,116,116,0,6,16,météo favorable,21:52:00,05:48:00,17
2023-06-10,25,18,10,18,23,24,0.9,88,9.875,1013,58.5,26,18,18,353,116,176,0,5,15.6,météo correcte,21:53:00,05:48:00,18
2023-06-11,23,18,10,19,22,23,1.6,93,9.875,1014,59.375,25,18,19,353,353,176,0,5,14.7,météo correcte,21:54:00,05:47:00,19
2023-06-12,29,16,16,16,28,27,1.7,96,9,1014,39.75,28,16,16,353,113,113,0,5,16.1,météo favorable,21:54:00,05:47:00,16
2023-06-13,27,16,21,16,26,25,0,66,10,1012,9.875,27,12,16,113,113,113,0,6,16.1,météo idéale,21:55:00,05:47:00,17
2023-06-14,29,15,17,16,29,26,0,65,10,1017,11.75,29,13,16,113,113,113,0,6,16.1,météo idéale,21:55:00,05:47:00,16
2023-06-15,30,17,10,18,27,27,0,60,10,1019,15.125,29,11,18,113,113,113,0,6,16.1,météo idéale,21:56:00,05:47:00,17
2023-06-16,31,16,13,16,30,29,0,64,10,1019,8.25,30,11,16,113,113,113,0,6,16.1,météo idéale,21:56:00,05:47:00,16
2023-06-17,31,17,8,18,30,27,0,58,10,1017,26.5,30,13,18,113,113,116,0,6,16.1,météo idéale,21:57:00,05:47:00,18
2023-06-18,29,18,14,19,24,20,4.8,88,9.625,1012,55.625,29,20,19,353,116,299,0,6,14.7,météo correcte,21:57:00,05:47:00,20
2023-06-19,29,16,11,16,29,25,0.1,86,10,1013,62.25,29,19,16,116,113,176,0,5,14.7,météo correcte,21:57:00,05:47:00,17
2023-06-20,26,17,16,18,26,24,1.7,97,6.75,1012,74,27,20,18,143,119,176,0,5,12.1,météo défavorable,21:58:00,05:47:00,17
2023-06-21,28,17,4,18,27,27,1.2,92,9.625,1017,53.875,28,18,18,113,116,200,0,5,14.7,météo favorable,21:58:00,05:47:00,17
2023-06-22,20,15,26,17,16,20,12.9,96,7.75,1022,71.75,20,16,13,353,308,263,0,5,13.9,météo défavorable,21:58:00,05:47:00,17
2023-06-23,27,14,9,14,25,26,0,85,10,1026,9.125,27,14,14,113,113,113,0,6,16.1,météo favorable,21:58:00,05:48:00,14
2023-06-24,31,15,10,16,29,29,0,79,10,1026,1.875,30,14,16,113,113,113,0,6,16.1,météo idéale,21:58:00,05:48:00,16
2023-06-25,33,18,16,18,33,31,0,69,10,1020,6.125,33,16,18,113,113,113,0,7,16.1,météo idéale,21:58:00,05:48:00,18
2023-06-26,24,16,14,16,23,23,0,79,10,1023,15.625,25,14,16,113,116,113,0,5,16.1,météo favorable,21:58:00,05:49:00,17
2023-06-27,25,14,10,14,23,24,0,74,10,1024,30.125,25,12,15,113,116,116,0,5,16.1,météo favorable,21:58:00,05:49:00,14
2023-06-28,27,14,11,15,25,26,0,73,10,1021,37.75,27,15,15,113,119,116,0,6,16.1,météo correcte,21:58:00,05:49:00,15
2023-06-29,26,16,6,19,24,19,2.3,75,10,1018,72.25,27,17,19,119,116,353,0,5,13.8,météo défavorable,21:58:00,05:50:00,19
2023-06-30,23,12,17,13,22,19,0,79,10,1018,37.875,24,12,13,116,116,122,0,5,16.1,météo favorable,21:58:00,05:51:00,13
